#From,To,Type (1: Power Flow ; 2:Power Injection; 3: Voltage Angle)
4667,8302,1
4668,7340,1
4670,7006,1
4671,2861,1
4671,8942,1
4672,6863,1
4673,2779,1
4674,7076,1
4675,5152,1
4677,353,1
4677,6182,1
4679,3486,1
4679,4852,1
4681,1363,1
4681,5177,1
4682,7613,1
4683,2563,1
4683,3205,1
4683,6516,1
4684,1499,1
4686,7729,1
4687,3530,1
4688,7157,1
4688,9022,1
4689,4936,1
4690,7303,1
4690,7918,1
4692,5829,1
4693,1737,1
4693,2582,1
4694,7272,1
4695,3515,1
4695,5209,1
4696,7930,1
4697,3853,1
4697,7671,1
4699,5553,1
4700,1406,1
4701,8267,1
4702,1581,1
4702,2605,1
4702,4099,1
4702,4849,1
4702,5440,1
4702,6234,1
4702,7082,1
4702,8182,1
4703,3882,1
4704,4170,1
4705,6752,1
4706,4652,1
4707,3165,1
4708,3873,1
4709,1079,1
4710,5482,1
4710,6231,1
4710,8369,1
4711,3021,1
4711,7967,1
4711,8214,1
4713,3875,1
4713,5593,1
4714,4921,1
4714,7512,1
4715,238,1
4716,2027,1
4716,9227,1
4717,5787,1
4718,7731,1
4720,2285,1
4720,6391,1
4721,7879,1
4722,2599,1
4724,2354,1
4727,1410,1
4727,8617,1
4728,3184,1
4728,3601,1
4729,6115,1
4729,8656,1
4731,4120,1
4732,386,1
4732,503,1
4732,2932,1
4732,5584,1
4732,5650,1
4734,2229,1
4734,5781,1
4735,3145,1
4737,63,1
4737,92,1
4737,260,1
4737,1085,1
4737,1268,1
4737,2724,1
4737,3913,1
4737,5440,1
4738,2291,1
4738,8477,1
4739,1417,1
4739,5370,1
4741,996,1
4742,8027,1
4742,8336,1
4743,6859,1
4744,177,1
4744,5825,1
4745,3073,1
4746,1756,1
4746,4327,1
4746,5447,1
4747,444,1
4747,7264,1
4752,2193,1
4752,5025,1
4753,6221,1
4754,6172,1
4758,6164,1
4759,463,1
4759,5045,1
4763,5865,1
4764,2767,1
4764,4546,1
4765,3327,1
4766,2277,1
4766,4296,1
4766,4350,1
4767,6346,1
4768,8309,1
4769,872,1
4769,8089,1
4770,1804,1
4771,1250,1
4772,988,1
4773,5726,1
4776,3370,1
4777,2693,1
4778,8004,1
4780,5335,1
4781,5867,1
4781,7229,1
4782,2469,1
4782,5902,1
4784,801,1
4784,1289,1
4784,2988,1
4785,3107,1
4785,4105,1
4786,2903,1
4786,4294,1
4789,3533,1
4789,4737,1
4789,5440,1
4790,570,1
4791,2761,1
4792,669,1
4792,2964,1
4793,1657,1
4793,7220,1
4793,7332,1
4793,7609,1
4794,4584,1
4795,2437,1
4795,8381,1
4796,5883,1
4797,8284,1
4799,4337,1
4800,2148,1
4800,5956,1
4801,5684,1
4801,8382,1
4803,245,1
4803,379,1
4803,5995,1
4803,7783,1
4804,4167,1
4804,7815,1
4805,1050,1
4805,6861,1
4806,1344,1
4806,3744,1
4806,7510,1
4807,4926,1
4807,6187,1
4808,5448,1
4809,2538,1
4812,50,1
4812,7749,1
4813,708,1
4814,8665,1
4816,2432,1
4816,8265,1
4818,3660,1
4820,5705,1
4820,6334,1
4821,3289,1
4821,4981,1
4822,1718,1
4822,6018,1
4823,4060,1
4824,2014,1
4824,8474,1
4826,1605,1
4826,4418,1
4826,6952,1
4826,7124,1
4829,3985,1
4829,9018,1
4830,7291,1
4831,3680,1
4833,3562,1
4834,5889,1
4835,363,1
4835,4691,1
4836,2986,1
4836,3227,1
4837,3393,1
4837,5955,1
4838,4780,1
4839,2612,1
4840,4164,1
4840,5972,1
4840,8968,1
4841,845,1
4844,170,1
4844,328,1
4844,8431,1
4847,173,1
4847,214,1
4847,3219,1
4847,3607,1
4849,4811,1
4850,7049,1
4851,7585,1
4852,2695,1
4852,4395,1
4852,8877,1
4854,7652,1
4855,1602,1
4855,1897,1
4855,6904,1
4856,4906,1
4857,501,1
4857,8118,1
4858,4248,1
4858,8298,1
4860,1893,1
4860,8027,1
4861,663,1
4861,8562,1
4862,3700,1
4862,5436,1
4863,6707,1
4865,9139,1
4866,4101,1
4866,6724,1
4867,5753,1
4868,7358,1
4869,1303,1
4869,4126,1
4869,4564,1
4870,6030,1
4874,3579,1
4875,3479,1
4877,45,1
4877,888,1
4877,5319,1
4878,7968,1
4880,3680,1
4881,2170,1
4881,2466,1
4882,9089,1
4883,9092,1
4885,2928,1
4887,8970,1
4889,7076,1
4890,1894,1
4891,6123,1
4893,6848,1
4896,3736,1
4897,957,1
4897,6717,1
4898,2007,1
4899,7705,1
4900,5744,1
4901,8040,1
4901,9195,1
4903,942,1
4904,88,1
4909,3604,1
4909,5850,1
4910,602,1
4910,869,1
4911,2469,1
4912,6204,1
4914,2815,1
4914,6909,1
4914,8906,1
4915,570,1
4916,7043,1
4917,1420,1
4917,8714,1
4918,3248,1
4918,4907,1
4918,7267,1
4919,74,1
4920,6044,1
4920,6050,1
4921,2724,1
4922,7617,1
4923,4276,1
4924,8041,1
4925,2230,1
4927,7032,1
4928,5747,1
4929,1037,1
4929,1815,1
4929,2870,1
4932,4070,1
4934,514,1
4934,8557,1
4935,5930,1
4935,8612,1
4938,2987,1
4938,8742,1
4939,6880,1
4940,3681,1
4940,6420,1
4941,2413,1
4941,5644,1
4942,4748,1
4944,2279,1
4944,3883,1
4946,2906,1
4946,5360,1
4946,8968,1
4947,4204,1
4949,1783,1
4950,4410,1
4950,6908,1
4951,2549,1
4951,6785,1
4952,8976,1
4954,8534,1
4955,8341,1
4956,7667,1
4957,5096,1
4957,8012,1
4958,6917,1
4959,2935,1
4959,6929,1
4960,2198,1
4961,2492,1
4962,7190,1
4962,7435,1
4963,1164,1
4964,6766,1
4966,2887,1
4967,5463,1
4969,6007,1
4970,2072,1
4970,7955,1
4970,9222,1
4971,1120,1
4972,4308,1
4972,8008,1
4973,1490,1
4974,2940,1
4975,8130,1
4976,1048,1
4977,7344,1
4977,7828,1
4978,4781,1
4978,8637,1
4979,899,1
4980,9085,1
4981,5384,1
4982,3209,1
4983,852,1
4983,1983,1
4983,2001,1
4984,6105,1
4984,7142,1
4985,1142,1
4985,2059,1
4985,6072,1
4986,2947,1
4987,2747,1
4988,7265,1
4990,37,1
4992,8633,1
4993,3335,1
4994,4836,1
4995,8933,1
4996,1112,1
4996,1252,1
4996,6054,1
4996,6896,1
4998,6609,1
4999,4768,1
4999,5615,1
4999,6525,1
5000,2349,1
5000,2398,1
5000,3750,1
5000,4997,1
5000,6461,1
5002,549,1
5002,4144,1
5003,6382,1
5004,5393,1
5006,1250,1
5006,2660,1
5006,4771,1
5006,5331,1
5006,6080,1
5007,7367,1
5008,1788,1
5008,8249,1
5009,2707,1
5009,3642,1
5010,2122,1
5011,3160,1
5011,9221,1
5012,4660,1
5016,6112,1
5016,8860,1
5016,9213,1
5018,3815,1
5019,9112,1
5021,7194,1
5022,1875,1
5022,5950,1
5023,9089,1
5023,9123,1
5024,4184,1
5025,5465,1
5025,7193,1
5026,6446,1
5026,7953,1
5028,6170,1
5030,563,1
5030,7587,1
5031,6998,1
5032,4698,1
5032,6598,1
5033,2793,1
5033,4042,1
5034,8301,1
5034,8582,1
5035,9133,1
5037,3566,1
5037,6592,1
5038,1249,1
5039,3630,1
5040,3803,1
5040,5615,1
5041,5371,1
5042,2416,1
5042,2800,1
5048,6894,1
5049,306,1
5050,1298,1
5050,5619,1
5052,446,1
5053,2312,1
5054,4175,1
5054,5194,1
5054,8966,1
5055,921,1
5055,2677,1
5055,9237,1
5056,3226,1
5056,4980,1
5061,9143,1
5062,7979,1
5064,4503,1
5066,767,1
5066,1300,1
5066,7976,1
5067,7641,1
5068,675,1
5070,406,1
5070,6913,1
5070,8612,1
5072,821,1
5074,3805,1
5075,2862,1
5075,3368,1
5075,6701,1
5076,37,1
5076,1306,1
5076,3908,1
5076,5813,1
5078,6748,1
5079,9022,1
5080,8386,1
5082,1143,1
5082,6933,1
5082,8954,1
5084,1809,1
5085,3598,1
5085,7784,1
5087,1285,1
5088,2300,1
5088,2420,1
5089,3337,1
5090,7379,1
5091,4957,1
5092,2646,1
5093,2467,1
5095,3273,1
5097,1611,1
5098,320,1
5100,7966,1
5101,8201,1
5102,1807,1
5102,3647,1
5102,5178,1
5102,7816,1
5103,2723,1
5103,5071,1
5104,5088,1
5105,2064,1
5105,8911,1
5106,8180,1
5107,4055,1
5107,8245,1
5107,9107,1
5108,6923,1
5109,3360,1
5109,4680,1
5109,7103,1
5110,4598,1
5111,4360,1
5111,6127,1
5111,6669,1
5112,443,1
5112,4422,1
5112,7387,1
5112,8737,1
5113,1827,1
5115,4286,1
5116,5530,1
5116,7781,1
5117,6456,1
5118,1845,1
5122,5345,1
5123,40,1
5124,376,1
5126,5724,1
5127,1714,1
5128,2618,1
5129,258,1
5129,4066,1
5130,2710,1
5132,700,1
5134,2741,1
5134,2746,1
5136,2210,1
5137,7702,1
5139,3991,1
5139,8652,1
5140,165,1
5140,4853,1
5140,7693,1
5141,3847,1
5142,6222,1
5143,2454,1
5143,6511,1
5145,6865,1
5145,7851,1
5147,3097,1
5148,5305,1
5148,8924,1
5150,494,1
5150,5363,1
5151,6814,1
5152,309,1
5152,3202,1
5152,5896,1
5152,6120,1
5152,6864,1
5153,2731,1
5154,4286,1
5155,271,1
5155,1611,1
5155,2299,1
5155,3493,1
5155,4495,1
5156,5696,1
5157,8153,1
5158,4595,1
5159,480,1
5159,8978,1
5161,3087,1
5162,1294,1
5162,8147,1
5163,3754,1
5163,4948,1
5164,4620,1
5165,1689,1
5165,3210,1
5165,3363,1
5167,5531,1
5168,3383,1
5168,7768,1
5169,2329,1
5171,686,1
5171,6174,1
5172,2897,1
5173,1273,1
5173,4996,1
5175,9105,1
5177,515,1
5177,1816,1
5177,2203,1
5177,8126,1
5178,4492,1
5179,4936,1
5180,5220,1
5181,6631,1
5183,6297,1
5184,3709,1
5185,4741,1
5185,7660,1
5186,7001,1
5187,3424,1
5188,5829,1
5190,4671,1
5191,2172,1
5191,6292,1
5192,1613,1
5193,3877,1
5194,2192,1
5194,2681,1
5194,4571,1
5194,7261,1
5195,2505,1
5196,6688,1
5198,116,1
5198,2263,1
5198,8659,1
5199,2858,1
5201,5020,1
5202,3027,1
5204,1042,1
5206,7410,1
5207,6184,1
5207,8031,1
5208,1427,1
5209,2948,1
5210,1815,1
5210,4665,1
5211,9235,1
5213,7437,1
5213,8627,1
5214,6542,1
5215,7266,1
5215,8568,1
5216,7636,1
5217,6663,1
5218,1087,1
5218,3372,1
5219,2167,1
5220,126,1
5221,4045,1
5222,4972,1
5225,5898,1
5226,8340,1
5229,3371,1
5229,5161,1
5230,5113,1
5231,6208,1
5231,7304,1
5233,769,1
5233,1216,1
5233,4918,1
5234,1601,1
5235,209,1
5235,1904,1
5235,3105,1
5237,1478,1
5237,9108,1
5238,5995,1
5239,4735,1
5240,3260,1
5240,5581,1
5240,6410,1
5241,6921,1
5241,7471,1
5242,2054,1
5243,634,1
5245,6935,1
5246,6582,1
5247,3397,1
5248,2929,1
5250,2789,1
5250,7501,1
5251,2727,1
5251,5524,1
5252,3921,1
5253,5532,1
5254,4093,1
5255,2796,1
5255,3960,1
5255,6395,1
5255,8037,1
5257,7824,1
5258,1601,1
5258,6956,1
5259,5029,1
5260,5744,1
5261,7444,1
5264,6980,1
5265,1987,1
5265,8048,1
5266,5094,1
5267,7704,1
5268,5802,1
5268,6425,1
5268,8368,1
5269,8382,1
5270,7862,1
5271,6047,1
5272,8006,1
5273,3743,1
5274,8789,1
5275,6651,1
5276,3584,1
5276,4428,1
5277,7355,1
5279,1123,1
5279,7525,1
5281,4166,1
5282,7802,1
5283,1405,1
5284,2840,1
5284,2858,1
5284,6799,1
5284,7065,1
5284,8531,1
5285,353,1
5286,1838,1
5287,7184,1
5288,3082,1
5289,3113,1
5290,1030,1
5290,4279,1
5292,2025,1
5295,2478,1
5295,6477,1
5296,5893,1
5299,2002,1
5301,3739,1
5301,4766,1
5301,6584,1
5301,6715,1
5302,2316,1
5304,2876,1
5305,1443,1
5307,1931,1
5307,4887,1
5308,8347,1
5310,734,1
5310,2453,1
5310,3616,1
5311,2824,1
5311,8668,1
5314,3208,1
5315,1823,1
5316,394,1
5316,5054,1
5317,6532,1
5317,7770,1
5317,8854,1
5318,6479,1
5322,1563,1
5323,4350,1
5323,5611,1
5323,6715,1
5324,9160,1
5325,1162,1
5325,1624,1
5325,2663,1
5325,7815,1
5327,2345,1
5327,7364,1
5328,8399,1
5329,3109,1
5329,5821,1
5330,3695,1
5330,8074,1
5332,3633,1
5332,4442,1
5334,7438,1
5334,7766,1
5336,5029,1
5338,3287,1
5338,4001,1
5340,4084,1
5340,6845,1
5343,4195,1
5343,7953,1
5345,8793,1
5347,2318,1
5347,6361,1
5349,4199,1
5350,720,1
5351,8522,1
5352,705,1
5353,664,1
5355,697,1
5355,7066,1
5356,434,1
5356,3379,1
5357,2032,1
5358,2661,1
5360,4840,1
5361,8459,1
5362,5610,1
5362,6763,1
5363,3074,1
5363,8540,1
5365,1672,1
5365,3609,1
5365,3880,1
5365,7881,1
5365,8267,1
5367,1948,1
5367,7814,1
5367,9224,1
5369,5158,1
5369,6861,1
5370,1655,1
5370,4587,1
5372,4026,1
5373,2943,1
5374,2836,1
5375,2136,1
5377,1029,1
5378,5545,1
5379,8931,1
5380,2440,1
5380,4151,1
5381,2945,1
5383,3435,1
5383,4114,1
5383,5519,1
5383,6684,1
5383,8293,1
5383,8347,1
5385,3025,1
5385,9235,1
5386,3411,1
5386,4468,1
5387,680,1
5387,3772,1
5387,9143,1
5388,2467,1
5391,2978,1
5392,2856,1
5392,4545,1
5393,6351,1
5395,3866,1
5395,4661,1
5396,5112,1
5400,8005,1
5401,2743,1
5402,1784,1
5403,8759,1
5404,5196,1
5405,4254,1
5407,3815,1
5409,1241,1
5409,8352,1
5410,6806,1
5411,1442,1
5411,7498,1
5412,372,1
5415,1694,1
5415,7677,1
5416,659,1
5416,7637,1
5417,5365,1
5418,4908,1
5419,609,1
5423,733,1
5424,2922,1
5425,1898,1
5425,7431,1
5426,8814,1
5426,9120,1
5427,6269,1
5427,8928,1
5429,8033,1
5430,286,1
5432,3064,1
5432,4613,1
5434,4173,1
5434,4420,1
5435,4658,1
5435,7064,1
5435,7395,1
5435,8417,1
5435,8512,1
5437,905,1
5437,6775,1
5438,356,1
5439,424,1
5440,1581,1
5440,2891,1
5440,3533,1
5440,5680,1
5440,6307,1
5440,6718,1
5440,7500,1
5440,8022,1
5440,9211,1
5441,1888,1
5441,2535,1
5441,5529,1
5441,5753,1
5441,7098,1
5441,7129,1
5441,7351,1
5442,6149,1
5443,7077,1
5444,5387,1
5445,3358,1
5445,4515,1
5446,3581,1
5446,9240,1
5447,1045,1
5447,3952,1
5448,4762,1
5449,3217,1
5449,5810,1
5450,6139,1
5451,4526,1
5452,5274,1
5455,3218,1
5455,5182,1
5455,8291,1
5456,5539,1
5456,9210,1
5457,6367,1
5458,7047,1
5459,5,1
5459,3571,1
5460,2721,1
5461,4816,1
5461,8109,1
5462,993,1
5462,2758,1
5463,5512,1
5463,7685,1
5464,4957,1
5465,4467,1
5466,813,1
5467,2561,1
5468,2588,1
5469,7466,1
5470,4612,1
5471,7311,1
5473,5479,1
5475,3472,1
5476,1760,1
5476,7311,1
5477,2928,1
5478,2325,1
5479,1719,1
5479,1937,1
5479,3251,1
5479,3797,1
5480,123,1
5480,9184,1
5481,960,1
5482,1295,1
5482,3071,1
5482,6922,1
5482,8704,1
5483,3195,1
5483,7494,1
5486,6624,1
5487,4716,1
5487,6787,1
5487,9227,1
5488,2161,1
5488,5146,1
5490,5461,1
5491,1943,1
5491,3772,1
5491,5673,1
5491,5914,1
5492,2712,1
5493,4873,1
5494,5290,1
5495,1587,1
5495,9100,1
5496,4328,1
5496,7057,1
5497,3173,1
5499,7272,1
5501,131,1
5501,3942,1
5501,4417,1
5502,4852,1
5502,8689,1
5503,846,1
5503,2646,1
5503,5262,1
5503,7646,1
5504,3092,1
5505,3676,1
5506,6643,1
5507,7334,1
5509,8335,1
5510,405,1
5510,2694,1
5511,1942,1
5511,8419,1
5512,6333,1
5513,1837,1
5513,5075,1
5513,5656,1
5513,7984,1
5514,5784,1
5515,390,1
5516,5173,1
5517,552,1
5517,1862,1
5518,9202,1
5521,815,1
5522,4197,1
5522,6036,1
5523,92,1
5523,2605,1
5523,3648,1
5523,5680,1
5523,7711,1
5523,8022,1
5524,4703,1
5525,7831,1
5526,8389,1
5527,6019,1
5527,6775,1
5528,1706,1
5528,3552,1
5528,7318,1
5528,7880,1
5530,873,1
5530,2223,1
5530,2712,1
5530,6343,1
5530,7781,1
5531,648,1
5533,2426,1
5533,7133,1
5534,8577,1
5535,3165,1
5535,7963,1
5536,2791,1
5537,67,1
5537,6063,1
5538,860,1
5538,1565,1
5544,961,1
5544,5359,1
5545,781,1
5545,2296,1
5546,2276,1
5549,9083,1
5550,5658,1
5551,2704,1
5552,5676,1
5553,31,1
5553,2739,1
5553,5548,1
5553,8257,1
5554,4763,1
5554,8665,1
5556,1576,1
5557,2687,1
5558,1591,1
5558,1788,1
5559,5662,1
5560,5950,1
5561,5593,1
5563,8797,1
5565,1585,1
5565,3062,1
5566,4737,1
5566,8868,1
5567,1398,1
5567,4251,1
5568,1071,1
5568,5136,1
5569,4378,1
5569,6363,1
5571,2230,1
5572,4564,1
5574,5666,1
5575,6,1
5575,8876,1
5576,3073,1
5578,617,1
5578,6712,1
5578,9214,1
5579,5064,1
5581,6746,1
5582,479,1
5583,1843,1
5583,8168,1
5584,1757,1
5585,2649,1
5586,432,1
5587,4586,1
5589,1001,1
5589,1763,1
5589,3608,1
5589,3613,1
5589,3697,1
5590,1186,1
5590,5394,1
5591,5364,1
5591,7584,1
5592,5991,1
5592,6953,1
5593,4694,1
5594,555,1
5594,5069,1
5594,8228,1
5595,7297,1
5596,5909,1
5596,6307,1
5597,3217,1
5597,3799,1
5599,2477,1
5599,6414,1
5600,1776,1
5600,7708,1
5603,2483,1
5604,9102,1
5605,5498,1
5606,2876,1
5608,2202,1
5608,7918,1
5608,9117,1
5610,7148,1
5611,2237,1
5611,6584,1
5612,5394,1
5612,8121,1
5613,1800,1
5614,4546,1
5616,3809,1
5618,2055,1
5619,4375,1
5620,144,1
5622,2138,1
5622,2901,1
5623,3696,1
5624,7152,1
5625,7262,1
5626,7397,1
5628,1104,1
5629,975,1
5629,1358,1
5629,2505,1
5630,6639,1
5630,7274,1
5631,6315,1
5631,8776,1
5632,1693,1
5632,3213,1
5633,104,1
5634,3181,1
5638,6389,1
5639,7798,1
5646,1274,1
5646,2114,1
5647,4838,1
5648,1465,1
5648,1923,1
5651,4822,1
5652,5177,1
5654,738,1
5654,2282,1
5655,5949,1
5656,3084,1
5656,6591,1
5657,2474,1
5658,7164,1
5659,3060,1
5662,3211,1
5662,5333,1
5662,7761,1
5662,7901,1
5664,5522,1
5665,424,1
5666,1629,1
5667,637,1
5667,793,1
5667,2599,1
5667,7128,1
5669,6415,1
5670,51,1
5671,6696,1
5672,6415,1
5672,8998,1
5673,4785,1
5673,6652,1
5673,6902,1
5673,9208,1
5674,425,1
5674,806,1
5674,1670,1
5674,1976,1
5675,5750,1
5676,34,1
5677,679,1
5677,7103,1
5678,4220,1
5678,7687,1
5679,3158,1
5680,2605,1
5680,6451,1
5680,6655,1
5680,8336,1
5681,4651,1
5681,5170,1
5682,3862,1
5683,8422,1
5683,9114,1
5684,4602,1
5684,7364,1
5685,3378,1
5687,2032,1
5687,6635,1
5687,8146,1
5687,8959,1
5691,4426,1
5693,8899,1
5694,5746,1
5695,707,1
5699,8670,1
5700,1527,1
5701,7206,1
5702,4462,1
5702,4569,1
5702,4857,1
5704,7538,1
5706,2602,1
5708,2065,1
5710,2318,1
5710,4802,1
5711,6164,1
5712,1187,1
5712,8466,1
5713,1740,1
5714,7639,1
5715,3009,1
5715,7887,1
5717,3349,1
5717,3431,1
5717,4012,1
5717,4033,1
5717,8693,1
5717,8851,1
5718,2613,1
5718,4010,1
5720,8578,1
5721,5518,1
5722,5375,1
5722,7623,1
5723,789,1
5725,3965,1
5727,6878,1
5728,5725,1
5729,6789,1
5730,4438,1
5731,1964,1
5732,3616,1
5733,1434,1
5733,4899,1
5733,5043,1
5734,6388,1
5736,756,1
5736,5639,1
5738,4725,1
5739,300,1
5739,8462,1
5740,539,1
5741,2537,1
5742,76,1
5743,6990,1
5744,2278,1
5744,6085,1
5745,1453,1
5745,5660,1
5746,4283,1
5747,882,1
5748,6275,1
5749,5169,1
5751,5098,1
5752,2729,1
5754,829,1
5754,5433,1
5754,6965,1
5755,5304,1
5757,3628,1
5757,6370,1
5758,6577,1
5759,4736,1
5760,472,1
5760,523,1
5761,3298,1
5763,6652,1
5764,59,1
5765,4611,1
5766,8786,1
5768,2075,1
5771,5239,1
5772,2381,1
5773,6542,1
5773,7840,1
5774,4647,1
5774,6497,1
5776,3493,1
5777,6779,1
5778,6433,1
5779,3116,1
5779,6997,1
5780,6932,1
5782,4839,1
5783,2648,1
5783,7575,1
5785,258,1
5785,7668,1
5786,781,1
5786,1419,1
5788,2640,1
5792,1870,1
5793,2147,1
5793,3961,1
5795,5807,1
5796,1310,1
5796,8631,1
5797,5643,1
5797,8926,1
5798,3779,1
5798,5876,1
5798,7046,1
5798,7651,1
5799,2931,1
5802,8386,1
5804,2256,1
5804,6258,1
5804,7336,1
5804,8527,1
5805,4721,1
5807,654,1
5807,943,1
5807,1406,1
5808,3312,1
5809,3807,1
5810,524,1
5810,2485,1
5810,5277,1
5811,934,1
5811,6338,1
5814,1704,1
5814,6828,1
5814,8294,1
5817,9220,1
5818,9170,1
5819,9030,1
5821,3840,1
5822,361,1
5822,2553,1
5824,1542,1
5825,177,1
5825,1974,1
5825,5669,1
5826,4955,1
5826,5932,1
5826,6728,1
5827,1376,1
5828,440,1
5829,392,1
5829,3898,1
5830,3122,1
5832,7734,1
5832,8130,1
5833,3376,1
5836,3191,1
5836,4711,1
5836,5083,1
5836,6114,1
5836,7576,1
5837,449,1
5837,1817,1
5837,2458,1
5837,8030,1
5837,9217,1
5839,2880,1
5842,7536,1
5843,5246,1
5844,7872,1
5844,9169,1
5845,3283,1
5845,5287,1
5847,3508,1
5848,7526,1
5849,6339,1
5849,8777,1
5850,3130,1
5850,7764,1
5850,8526,1
5851,6181,1
5851,7769,1
5853,5482,1
5855,6007,1
5856,3324,1
5856,3925,1
5856,4748,1
5856,8005,1
5856,8546,1
5857,3391,1
5859,2576,1
5859,7100,1
5860,1572,1
5860,2576,1
5860,5755,1
5862,6130,1
5863,3003,1
5863,5732,1
5868,5692,1
5869,6586,1
5869,7966,1
5870,2548,1
5870,8660,1
5871,8450,1
5872,6707,1
5872,7230,1
5872,7666,1
5873,739,1
5873,7395,1
5873,8147,1
5874,5679,1
5875,4814,1
5876,2234,1
5877,7428,1
5878,7254,1
5878,7851,1
5879,8090,1
5880,4218,1
5881,4031,1
5882,3290,1
5883,14,1
5883,3632,1
5883,3911,1
5883,7759,1
5883,8644,1
5884,8207,1
5884,8973,1
5885,5677,1
5888,8086,1
5888,8223,1
5889,7026,1
5889,7683,1
5891,4889,1
5891,5574,1
5894,1927,1
5895,627,1
5896,1318,1
5896,2176,1
5896,2212,1
5896,4256,1
5896,8134,1
5896,8427,1
5897,2720,1
5897,3370,1
5898,4631,1
5898,5309,1
5899,3755,1
5901,5542,1
5903,3455,1
5904,1336,1
5904,6821,1
5905,4553,1
5905,6312,1
5905,8428,1
5906,700,1
5906,4053,1
5906,8815,1
5907,3577,1
5907,5354,1
5907,6382,1
5908,4537,1
5909,1971,1
5909,4702,1
5909,5440,1
5909,5680,1
5909,6307,1
5909,6655,1
5911,2495,1
5911,8674,1
5912,1971,1
5913,704,1
5913,8246,1
5914,5673,1
5915,3100,1
5915,7074,1
5917,5082,1
5917,7203,1
5918,6510,1
5918,7164,1
5918,8397,1
5919,3687,1
5919,8871,1
5920,813,1
5920,4458,1
5921,7985,1
5922,3838,1
5923,854,1
5924,1012,1
5924,3473,1
5926,8475,1
5927,1250,1
5927,6540,1
5929,321,1
5931,2106,1
5933,1957,1
5933,5697,1
5934,1925,1
5934,5040,1
5935,7772,1
5935,9222,1
5937,8489,1
5939,450,1
5941,6284,1
5943,571,1
5948,1409,1
5948,6543,1
5948,7669,1
5949,8814,1
5950,1099,1
5950,8436,1
5952,784,1
5952,3182,1
5953,2522,1
5953,5707,1
5954,2813,1
5954,5027,1
5954,7572,1
5955,2246,1
5955,7798,1
5956,7333,1
5957,4918,1
5958,5601,1
5958,6172,1
5958,8059,1
5960,3186,1
5961,1271,1
5962,1517,1
5962,1641,1
5962,5119,1
5963,1667,1
5963,4498,1
5967,5696,1
5969,3160,1
5969,7655,1
5972,8968,1
5973,1487,1
5973,5898,1
5975,5173,1
5976,4329,1
5978,3847,1
5979,326,1
5979,2448,1
5979,2728,1
5980,2664,1
5982,8708,1
5984,3274,1
5985,5684,1
5986,2192,1
5989,4848,1
5990,8860,1
5991,8671,1
5992,4540,1
5993,3390,1
5993,5212,1
5994,6888,1
5996,3659,1
5996,5762,1
5998,5430,1
5999,5847,1
5999,7548,1
6000,1689,1
6001,2400,1
6002,23,1
6002,332,1
6003,535,1
6003,2219,1
6006,2041,1
6006,4388,1
6007,844,1
6007,1555,1
6007,8279,1
6008,634,1
6008,1117,1
6008,3907,1
6008,6085,1
6008,6326,1
6009,1430,1
6010,3857,1
6011,3595,1
6011,7812,1
6012,670,1
6014,2153,1
6014,3375,1
6014,6373,1
6014,7107,1
6015,344,1
6016,4448,1
6017,3352,1
6019,8334,1
6020,1346,1
6021,3002,1
6022,6315,1
6024,7172,1
6026,762,1
6026,4579,1
6027,2903,1
6028,4872,1
6028,6058,1
6028,6393,1
6028,9146,1
6029,19,1
6029,4618,1
6030,735,1
6030,2508,1
6031,583,1
6032,95,1
6032,1332,1
6033,645,1
6033,7744,1
6034,4815,1
6036,6921,1
6037,3902,1
6040,5697,1
6041,5926,1
6042,6420,1
6044,8047,1
6046,1098,1
6046,6971,1
6047,3119,1
6047,3664,1
6047,4431,1
6048,857,1
6053,5735,1
6054,4596,1
6056,7907,1
6057,6559,1
6058,3257,1
6059,738,1
6060,5289,1
6061,4883,1
6062,1988,1
6063,8949,1
6064,8640,1
6067,3196,1
6068,3484,1
6068,6263,1
6068,8249,1
6069,1968,1
6069,6293,1
6069,6833,1
6069,7561,1
6070,939,1
6071,6031,1
6072,2292,1
6072,7759,1
6073,1845,1
6074,1453,1
6077,6929,1
6078,7001,1
6079,300,1
6079,3703,1
6079,5936,1
6079,8603,1
6083,673,1
6083,886,1
6083,3479,1
6083,5261,1
6084,4601,1
6084,6653,1
6086,3982,1
6087,4412,1
6088,5988,1
6089,2625,1
6089,2671,1
6090,1115,1
6091,3940,1
6091,7678,1
6093,72,1
6093,2921,1
6094,1166,1
6094,7095,1
6095,5941,1
6095,8762,1
6096,3626,1
6097,1823,1
6097,8713,1
6098,9193,1
6099,1387,1
6099,6014,1
6100,3003,1
6100,5863,1
6100,7511,1
6100,8330,1
6102,6928,1
